id,Ground Truth,OCR Text,CER
127,"Having carefully secured the bottle with a glass stopper, the old man held it towards the light, and gazed at it with rapture.","Having carefully secured the bottle with a glass stopper, the old man held it towards the light, and gazed at it with rapture.",0.0
128,"“At length,” he exclaimed aloud—“at length, the great work is achieved.","“ At length,” he exclaimed aloud—“ at length, the great work is achieved.",0.0273972602739726
129,"With the birth of the century now expiring I first saw light, and the draught I hold in my hand shall enable me to see the opening of centuries and centuries to come.","With the birth of the century now expiring I first saw light, and the draught I hold in my hand shall enable me to see the opening of centuries and centuries to come.",0.0
130,"Composed of the lunar stones, the solar stones, and the mercurial stones—prepared according to the instructions of the Rabbi Ben Lucca—namely, by the separation of the pure from the impure, the volatilisation of the fixed, and the fixing of the volatile—this elixir shall renew my youth, like that of the eagle, and give me length of days greater than any patriarch ever enjoyed.” While thus speaking, he held up the sparkling liquid, and gazed at it like a Persian worshipping the sun.","Composed of the lunar stones, the solar stones, and the mercurial stones—prepared according to the instructions of the Rabbi Ben Lucca,—namely, by the separation of the pure from the impure, the volatilisation of the fixed, and the fixing of the volatile; this elixir shall renew my youth, like that of the eagle, and give me length of days greater than any patriarch ever enjoyed.” While thus speaking, he held up the sparkling liquid, and gazed at it like a Persian worshipping the sun.",0.006147540983606557
131,"“To live for ever!” he cried, after a pause—“to escape the jaws of death just when they are opening to devour me!—to be free from all accidents!—’tis a glorious thought!","“ To live for ever!” he cried, after a pause—“ to escape the jaws of death just when they are opening to devour me!—to be free from all accidents!—'tis a glorious thought!",0.017543859649122806
132,"I bethink me, the rabbi said there was one peril against which the elixir could not guard me— one vulnerable point, by which, like the heel of Achilles, death might reach me!","I bethink me, the rabbi said there was one peril against which the elixir could not guard me—one vulnerable point, by which, like the heel of Achilles, death might reach me!",0.005747126436781609
133,What is it!—where can it lie?” And he relapsed into deep thought.,What is it 7—where can it lie?” And he relapsed into deep thought.,0.030303030303030304
134,"“This uncertainty will poison all my happiness,” he continued; “I shall live in constant dread, as of an invisible enemy.","“This uncertainty will poison all my happiness,” he continued ; “I shall live in constant dread, as of an invisible enemy.",0.00819672131147541
135,But no matter!,But no matter!,0.0
136,"Perpetual life!—perpetual youth!—what more need be desired?” “What more, indeed!” cried Auriol.","Perpetual life !—perpetual youth !—what more need be desired ?” “What more, indeed!” cried Auriol.",0.030612244897959183
137,"“Ha!” exclaimed the doctor, suddenly recollecting the wounded man, and concealing the phial beneath his gown.","“Ha!” exclaimed the doctor, suddenly recollecting the wounded man, and concealing the phial beneath his gown.",0.0
138,"“Your caution is vain, doctor,” said Auriol.","“ Your caution is vain, doctor,” said Auriol.",0.022222222222222223
139,“I have heard what you have uttered.,‘I have heard what you have uttered.,0.027777777777777776
140,You fancy you have discovered the elixir vitæ .” “Fancy I have discovered it!” cried Doctor Lamb.,You fancy you have discovered the elixir vite.” “Fancy I have discovered it!” cried Doctor Lamb.,0.020618556701030927
141,“The matter is past all doubt.,“The matter is past all doubt.,0.0
142,"I am the possessor of the wondrous secret, which the greatest philosophers of all ages have sought to discover—the miraculous preservative of the body against decay.” “The man who brought me hither told me you were my kinsman,” said Auriol.","Iam the possessor of the wondrous secret, which the greatest philosophers of all ages have sought to discover—the miraculous preservative of the body against decay.” “ The man who brought me hither told me you were my kinsman,” said Auriol.",0.008298755186721992
143,"“Is it so?” “It is,” replied the doctor, “and you shall now learn the connection that subsists between us.","“ Is it so ?” “Tt is,” replied the doctor, “and you shall now learn the connexion that subsists between us.",0.046296296296296294
144,"Look at that ghastly relic,” he added, pointing to the head protruding from the bag: “that was once my son Simon.","Look at that ghastly relic,” he added, pointing to the head protruding from the bag, “that was once my son Simon.",0.008849557522123894
145,"His son’s head is within the sack—your father’s head—so that four generations are brought together.” “Gracious Heaven!” exclaimed the young man, raising himself on his elbow.","His son's head is within the sack—your father’s head—so that four generations are brought together.” “ Gracious Heaven!” exclaimed the young man, raising himself on his elbow.",0.011428571428571429
146,"“You, then, are my great-grandsire.","“You, then, are my great-grandsire.",0.0
147,My father supposed you had died in his infancy.,My father supposed you had died in his infancy.,0.0
148,"An old tale runs in the family that you were charged with sorcery, and fled to avoid the stake.” “It is true that I fled, and took the name I bear at present,” replied the old man, “but I need scarcely say that the charge brought against me was false.","An old tale runs in the family that you were charged with sorcery, and fled to avoid the stake.” “Tt is true that I fled, and took the name I bear at present,” replied the old man, “but I need scarcely say that the charge brought against me was false.",0.00398406374501992
